Tokens_filename_"n-gram_count"_"start_ind"_"end_ind"_"pre_string"_"pos_string"_"output_classes"
BEIJING_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['An', 'activist', 'who', 'has', 'spent']_0
An_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['BEIJING']_['activist', 'who', 'has', 'spent', 'the']_0
activist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['BEIJING', 'An']_['who', 'has', 'spent', 'the', 'last']_0
who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['BEIJING', 'An', 'activist']_['has', 'spent', 'the', 'last', 'several']_0
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['BEIJING', 'An', 'activist', 'who']_['spent', 'the', 'last', 'several', 'years']_0
also_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['Wei</name>', 'said']_['by', 'phone']_0
by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['Wei</name>', 'said', 'also']_['phone']_0
phone_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['Wei</name>', 'said', 'also', 'by']_[]_0
Wei</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_0_1_[]_['also', 'by', 'phone']_0
said also_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_1_2_['Wei</name>']_['by', 'phone']_0
also by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_2_3_['Wei</name>', 'said']_['phone']_0
by phone_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_3_4_['Wei</name>', 'said', 'also']_[]_0
Wei</name> said also_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_0_2_[]_['by', 'phone']_0
said also by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_1_3_['Wei</name>']_['phone']_0
also by phone_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_2_4_['Wei</name>', 'said']_[]_0
He_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['doesnt', 'publish', 'much', 'of', 'his']_0
doesnt_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['He']_['publish', 'much', 'of', 'his', 'personal']_0
publish_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['He', 'doesnt']_['much', 'of', 'his', 'personal', 'information']_0
much_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['He', 'doesnt', 'publish']_['of', 'his', 'personal', 'information', 'online<name>Mr']_0
of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['He', 'doesnt', 'publish', 'much']_['his', 'personal', 'information', 'online<name>Mr']_0
his_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_5_5_['He', 'doesnt', 'publish', 'much', 'of']_['personal', 'information', 'online<name>Mr']_0
personal_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_6_6_['doesnt', 'publish', 'much', 'of', 'his']_['information', 'online<name>Mr']_0
information_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_7_7_['publish', 'much', 'of', 'his', 'personal']_['online<name>Mr']_0
online<name>Mr_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_8_8_['much', 'of', 'his', 'personal', 'information']_[]_0
He doesnt_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_0_1_[]_['publish', 'much', 'of', 'his', 'personal']_0
doesnt publish_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_1_2_['He']_['much', 'of', 'his', 'personal', 'information']_0
publish much_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_2_3_['He', 'doesnt']_['of', 'his', 'personal', 'information', 'online<name>Mr']_0
much of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_3_4_['He', 'doesnt', 'publish']_['his', 'personal', 'information', 'online<name>Mr']_0
of his_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_4_5_['He', 'doesnt', 'publish', 'much']_['personal', 'information', 'online<name>Mr']_0
his personal_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_5_6_['He', 'doesnt', 'publish', 'much', 'of']_['information', 'online<name>Mr']_0
personal information_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_6_7_['doesnt', 'publish', 'much', 'of', 'his']_['online<name>Mr']_0
information online<name>Mr_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_7_8_['publish', 'much', 'of', 'his', 'personal']_[]_0
He doesnt publish_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_0_2_[]_['much', 'of', 'his', 'personal', 'information']_0
doesnt publish much_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_1_3_['He']_['of', 'his', 'personal', 'information', 'online<name>Mr']_0
publish much of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_2_4_['He', 'doesnt']_['his', 'personal', 'information', 'online<name>Mr']_0
much of his_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_3_5_['He', 'doesnt', 'publish']_['personal', 'information', 'online<name>Mr']_0
of his personal_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_4_6_['He', 'doesnt', 'publish', 'much']_['information', 'online<name>Mr']_0
his personal information_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_5_7_['He', 'doesnt', 'publish', 'much', 'of']_['online<name>Mr']_0
personal information online<name>Mr_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_6_8_['doesnt', 'publish', 'much', 'of', 'his']_[]_0
Wei</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['said', 'he', 'visited', '<name>Ms']_0
said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['Wei</name>']_['he', 'visited', '<name>Ms']_0
he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['Wei</name>', 'said']_['visited', '<name>Ms']_0
visited_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['Wei</name>', 'said', 'he']_['<name>Ms']_0
<name>Ms_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['Wei</name>', 'said', 'he', 'visited']_[]_1
Wei</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_0_1_[]_['he', 'visited', '<name>Ms']_0
said he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_1_2_['Wei</name>']_['visited', '<name>Ms']_0
he visited_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_2_3_['Wei</name>', 'said']_['<name>Ms']_0
visited <name>Ms_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_3_4_['Wei</name>', 'said', 'he']_[]_0
Wei</name> said he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_0_2_[]_['visited', '<name>Ms']_0
said he visited_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_1_3_['Wei</name>']_['<name>Ms']_0
he visited <name>Ms_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_2_4_['Wei</name>', 'said']_[]_0
Lis</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['father', 'in', 'Foshan', 'in', 'Guangdong']_0
father_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['Lis</name>']_['in', 'Foshan', 'in', 'Guangdong', 'Province']_0
in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['Lis</name>', 'father']_['Foshan', 'in', 'Guangdong', 'Province', 'a']_0
Foshan_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['Lis</name>', 'father', 'in']_['in', 'Guangdong', 'Province', 'a', 'few']_0
in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['Lis</name>', 'father', 'in', 'Foshan']_['Guangdong', 'Province', 'a', 'few', 'days']_0
Guangdong_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_5_5_['Lis</name>', 'father', 'in', 'Foshan', 'in']_['Province', 'a', 'few', 'days', 'ago']_0
Province_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_6_6_['father', 'in', 'Foshan', 'in', 'Guangdong']_['a', 'few', 'days', 'ago', 'and']_0
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_7_7_['in', 'Foshan', 'in', 'Guangdong', 'Province']_['few', 'days', 'ago', 'and', 'brought']_0
few_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_8_8_['Foshan', 'in', 'Guangdong', 'Province', 'a']_['days', 'ago', 'and', 'brought', 'two']_0
days_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_9_9_['in', 'Guangdong', 'Province', 'a', 'few']_['ago', 'and', 'brought', 'two', 'lawyers']_0
ago_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_10_10_['Guangdong', 'Province', 'a', 'few', 'days']_['and', 'brought', 'two', 'lawyers', 'with']_0
and_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_11_11_['Province', 'a', 'few', 'days', 'ago']_['brought', 'two', 'lawyers', 'with', 'him']_0
brought_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_12_12_['a', 'few', 'days', 'ago', 'and']_['two', 'lawyers', 'with', 'him']_0
two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_13_13_['few', 'days', 'ago', 'and', 'brought']_['lawyers', 'with', 'him']_0
lawyers_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_14_14_['days', 'ago', 'and', 'brought', 'two']_['with', 'him']_0
with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_15_15_['ago', 'and', 'brought', 'two', 'lawyers']_['him']_0
him_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_16_16_['and', 'brought', 'two', 'lawyers', 'with']_[]_0
Lis</name> father_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_0_1_[]_['in', 'Foshan', 'in', 'Guangdong', 'Province']_0
father in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_1_2_['Lis</name>']_['Foshan', 'in', 'Guangdong', 'Province', 'a']_0
in Foshan_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_2_3_['Lis</name>', 'father']_['in', 'Guangdong', 'Province', 'a', 'few']_0
Foshan in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_3_4_['Lis</name>', 'father', 'in']_['Guangdong', 'Province', 'a', 'few', 'days']_0
in Guangdong_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_4_5_['Lis</name>', 'father', 'in', 'Foshan']_['Province', 'a', 'few', 'days', 'ago']_0
Guangdong Province_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_5_6_['Lis</name>', 'father', 'in', 'Foshan', 'in']_['a', 'few', 'days', 'ago', 'and']_0
Province a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_6_7_['father', 'in', 'Foshan', 'in', 'Guangdong']_['few', 'days', 'ago', 'and', 'brought']_0
a few_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_7_8_['in', 'Foshan', 'in', 'Guangdong', 'Province']_['days', 'ago', 'and', 'brought', 'two']_0
few days_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_8_9_['Foshan', 'in', 'Guangdong', 'Province', 'a']_['ago', 'and', 'brought', 'two', 'lawyers']_0
days ago_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_9_10_['in', 'Guangdong', 'Province', 'a', 'few']_['and', 'brought', 'two', 'lawyers', 'with']_0
ago and_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_10_11_['Guangdong', 'Province', 'a', 'few', 'days']_['brought', 'two', 'lawyers', 'with', 'him']_0
and brought_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_11_12_['Province', 'a', 'few', 'days', 'ago']_['two', 'lawyers', 'with', 'him']_0
brought two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_12_13_['a', 'few', 'days', 'ago', 'and']_['lawyers', 'with', 'him']_0
two lawyers_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_13_14_['few', 'days', 'ago', 'and', 'brought']_['with', 'him']_0
lawyers with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_14_15_['days', 'ago', 'and', 'brought', 'two']_['him']_0
with him_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_15_16_['ago', 'and', 'brought', 'two', 'lawyers']_[]_0
Lis</name> father in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_0_2_[]_['Foshan', 'in', 'Guangdong', 'Province', 'a']_0
father in Foshan_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_1_3_['Lis</name>']_['in', 'Guangdong', 'Province', 'a', 'few']_0
in Foshan in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_2_4_['Lis</name>', 'father']_['Guangdong', 'Province', 'a', 'few', 'days']_0
Foshan in Guangdong_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_3_5_['Lis</name>', 'father', 'in']_['Province', 'a', 'few', 'days', 'ago']_0
in Guangdong Province_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_4_6_['Lis</name>', 'father', 'in', 'Foshan']_['a', 'few', 'days', 'ago', 'and']_0
Guangdong Province a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_5_7_['Lis</name>', 'father', 'in', 'Foshan', 'in']_['few', 'days', 'ago', 'and', 'brought']_0
Province a few_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_6_8_['father', 'in', 'Foshan', 'in', 'Guangdong']_['days', 'ago', 'and', 'brought', 'two']_0
a few days_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_7_9_['in', 'Foshan', 'in', 'Guangdong', 'Province']_['ago', 'and', 'brought', 'two', 'lawyers']_0
few days ago_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_8_10_['Foshan', 'in', 'Guangdong', 'Province', 'a']_['and', 'brought', 'two', 'lawyers', 'with']_0
days ago and_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_9_11_['in', 'Guangdong', 'Province', 'a', 'few']_['brought', 'two', 'lawyers', 'with', 'him']_0
ago and brought_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_10_12_['Guangdong', 'Province', 'a', 'few', 'days']_['two', 'lawyers', 'with', 'him']_0
and brought two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_11_13_['Province', 'a', 'few', 'days', 'ago']_['lawyers', 'with', 'him']_0
brought two lawyers_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_12_14_['a', 'few', 'days', 'ago', 'and']_['with', 'him']_0
two lawyers with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_13_15_['few', 'days', 'ago', 'and', 'brought']_['him']_0
lawyers with him_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_14_16_['days', 'ago', 'and', 'brought', 'two']_[]_0
They_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['are', 'trying', 'to', 'win', 'the']_0
are_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['They']_['trying', 'to', 'win', 'the', 'trust']_0
trying_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['They', 'are']_['to', 'win', 'the', 'trust', 'of']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['They', 'are', 'trying']_['win', 'the', 'trust', 'of', 'the']_0
win_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['They', 'are', 'trying', 'to']_['the', 'trust', 'of', 'the', 'father']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_5_5_['They', 'are', 'trying', 'to', 'win']_['trust', 'of', 'the', 'father', 'to']_0
trust_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_6_6_['are', 'trying', 'to', 'win', 'the']_['of', 'the', 'father', 'to', 'help']_0
of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_7_7_['trying', 'to', 'win', 'the', 'trust']_['the', 'father', 'to', 'help', 'the']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_8_8_['to', 'win', 'the', 'trust', 'of']_['father', 'to', 'help', 'the', 'couple']_0
father_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_9_9_['win', 'the', 'trust', 'of', 'the']_['to', 'help', 'the', 'couple', 'he']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_10_10_['the', 'trust', 'of', 'the', 'father']_['help', 'the', 'couple', 'he', 'said']_0
help_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_11_11_['trust', 'of', 'the', 'father', 'to']_['the', 'couple', 'he', 'said']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_12_12_['of', 'the', 'father', 'to', 'help']_['couple', 'he', 'said']_0
couple_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_13_13_['the', 'father', 'to', 'help', 'the']_['he', 'said']_0
he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_14_14_['father', 'to', 'help', 'the', 'couple']_['said']_0
said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_15_15_['to', 'help', 'the', 'couple', 'he']_[]_0
They are_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_0_1_[]_['trying', 'to', 'win', 'the', 'trust']_0
are trying_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_1_2_['They']_['to', 'win', 'the', 'trust', 'of']_0
trying to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_2_3_['They', 'are']_['win', 'the', 'trust', 'of', 'the']_0
to win_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_3_4_['They', 'are', 'trying']_['the', 'trust', 'of', 'the', 'father']_0
win the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_4_5_['They', 'are', 'trying', 'to']_['trust', 'of', 'the', 'father', 'to']_0
the trust_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_5_6_['They', 'are', 'trying', 'to', 'win']_['of', 'the', 'father', 'to', 'help']_0
trust of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_6_7_['are', 'trying', 'to', 'win', 'the']_['the', 'father', 'to', 'help', 'the']_0
of the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_7_8_['trying', 'to', 'win', 'the', 'trust']_['father', 'to', 'help', 'the', 'couple']_0
the father_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_8_9_['to', 'win', 'the', 'trust', 'of']_['to', 'help', 'the', 'couple', 'he']_0
father to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_9_10_['win', 'the', 'trust', 'of', 'the']_['help', 'the', 'couple', 'he', 'said']_0
to help_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_10_11_['the', 'trust', 'of', 'the', 'father']_['the', 'couple', 'he', 'said']_0
help the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_11_12_['trust', 'of', 'the', 'father', 'to']_['couple', 'he', 'said']_0
the couple_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_12_13_['of', 'the', 'father', 'to', 'help']_['he', 'said']_0
couple he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_13_14_['the', 'father', 'to', 'help', 'the']_['said']_0
he said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_2_14_15_['father', 'to', 'help', 'the', 'couple']_[]_0
They are trying_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_0_2_[]_['to', 'win', 'the', 'trust', 'of']_0
are trying to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_3_1_3_['They']_['win', 'the', 'trust', 'of', 'the']_0
