title, author, rating, format, pages, publish_date
The True Story of the 3 Little Pigs,Jon Scieszka,4.30,Paperback,32,March 1st 1996
One Day,David Nicholls,3.78,Hardcover,435,January 1st 2008
Under the Dome,Stephen King,3.90,Hardcover,1074,November 10th 2009
The Princess Diaries (The Princess Diaries #1),Meg Cabot,3.78,Library Binding,283,July 1st 2001
Delirium (Delirium #1),Lauren Oliver,3.98,Paperback,441,February 7th 2012
Jude the Obscure,Thomas Hardy,3.81,Paperback,310,December 1st 2006
The Tainted Trust (The King Trilogy #2),Stephen Douglass,4.65,Kindle Edition,,January 9th 2014
Shadow Kiss (Vampire Academy #3),Richelle Mead,4.37,Paperback,443,November 13th 2008
Calico Jack in your Garden,Karl Wiggins,4.24,Kindle Edition,296,December 26th 2013
The New York Trilogy,Paul Auster,3.91,Paperback,308,March 28th 2006
State of Fear,Michael Crichton,3.70,Mass Market Paperback,672,November 1st 2005
Invisible Cities,Italo Calvino,4.18,Paperback,165,1974
The Human Obsession (Manufactured Identity Book #3),Heath Sommer,4.14,Paperback,314,December 14th 2010
Lost Horizon,James Hilton,3.92,Paperback,241,June 15th 2004
The Sirens of Titan,Kurt Vonnegut,4.16,Paperback,224,September 9th 1999
The Red Pyramid (The Kane Chronicles #1),Rick Riordan,4.08,Hardcover,516,May 4th 2010
The Watch,Joydeep Roy-Bhattacharya,3.57,Hardcover,304,June 5th 2012
The Enlightenment of Alexander,B.Q. Hanson,3.84,Kindle Edition,192,June 16th 2018
Olive Kitteridge (Olive Kitteridge #1),Elizabeth Strout,3.81,Hardcover,270,March 25th 2008
Imperial Bedrooms,Bret Easton Ellis,3.15,Paperback,256,June 15th 2010
Love Is the Answer God Is the Cure: A True Story of Abuse Betrayal and Unconditional Love,Aimee Cabo Nikolov,4.34,Paperback,150,January 1st 2019
Time Enough for Love,Robert A. Heinlein,3.96,Mass Market Paperback,589,August 15th 1988
Americanah,Chimamanda Ngozi Adichie,4.30,Hardcover,477,May 14th 2013
The Yellow Wall-Paper,Charlotte Perkins Gilman,4.11,Paperback,64,September 1st 1996
The Gospel According to Jesus Christ,José Saramago,4.28,Paperback,341,December 26th 1999
Small as a Mustard Seed,Shelli Johnson,4.19,Paperback,208,December 4th 2003
Pleasant Day,Vera Jane Cook,4.28,Kindle Edition,285,February 19th 2015
Gödel Escher Bach: An Eternal Golden Braid,Douglas R. Hofstadter,4.30,Paperback,777,1999
The Shadow Girl,Misty Mount,4.32,Kindle Edition,300,March 2019
And the Ass Saw the Angel,Nick Cave,3.85,Paperback,320,March 26th 2003
The Rules of Attraction,Bret Easton Ellis,3.70,Paperback,283,June 30th 1998
The V Girl,Mya Robarts,4.01,Kindle Edition,341,June 20th 2015
The Room,Hubert Selby Jr.,3.63,Paperback,288,April 1st 2001
I Never Promised You a Rose Garden,Hannah  Green,3.86,Paperback,288,November 7th 1989
Haunted,Chuck Palahniuk,3.59,Paperback,419,April 11th 2006
Letter to a Christian Nation,Sam Harris,4.03,Hardcover,96,September 19th 2006
House of Sand and Fog,Andre Dubus III,3.84,Paperback,365,March 2000
Mystic River,Dennis Lehane,4.18,Paperback,416,February 1st 2001
Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,3.99,Paperback,497,September 14th 1998
The Railway Children,E. Nesbit,4.00,Paperback,188,May 24th 2000
Beyond Good and Evil,Friedrich Nietzsche,4.02,Paperback,240,February 27th 2003
Every Day (Every Day #1),David Levithan,3.96,Hardcover,322,August 28th 2012
Blood Promise (Vampire Academy #4),Richelle Mead,4.34,Hardcover,503,August 25th 2009
The Symposium,Plato,4.03,Paperback,131,February 27th 2003
The Misanthrope,Molière,3.78,Paperback,64,February 5th 1992
Wide Sargasso Sea,Jean Rhys,3.58,Paperback,171,January 25th 2016
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.82,Paperback,208,April 21st 1999
Fablehaven (Fablehaven #1),Brandon Mull,4.09,Hardcover,351,June 7th 2006
Ham on Rye,Charles Bukowski,4.15,Paperback,288,July 29th 2014
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.15,Hardcover,229,February 13th 2007
White Teeth,Zadie Smith,3.76,Paperback,448,June 12th 2001
A Moveable Feast,Ernest Hemingway,4.04,Paperback,192,September 6th 2012
Mind Maps: Quicker Notes Better Memory and Improved Learning 2.0,Michael Taylor,3.62,Kindle Edition,90,February 28th 2009
Crashing Back Down (Crashing #1),Kristen Hope Mazzola,3.77,Paperback,218,November 4th 2013
Beach Music,Pat Conroy,4.15,Paperback,592,March 26th 2002
Deception Point,Dan Brown,3.70,Mass Market Paperback,556,December 2002
The Sound of Suffering (The Master of Perception #2),Darin C.  Brown,4.24,Paperback,326,February 21st 2019
Crash,J.G. Ballard,3.57,Paperback,224,October 5th 2001
Life... Love... Kumbh...,Aporva Kala,4.12,Paperback,290,November 21st 2011
Song Bird: Matters of the Heart,Christine M. Knight,4.57,Paperback,304,February 2nd 2015
A Doll's House,Henrik Ibsen,3.71,Paperback,122,2007
Island,Aldous Huxley,3.85,Paperback,354,July 30th 2002
Night Watch (Discworld #29; City Watch #6),Terry Pratchett,4.49,Paperback,480,October 27th 2011
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06,Paperback,126,January 21st 1994
The Social Contract,Jean-Jacques Rousseau,3.76,Paperback,168,May 30th 2006
Just So Stories,Rudyard Kipling,4.09,Hardcover,210,August 5th 2003
Beautiful Creatures (Caster Chronicles #1),Kami Garcia,3.76,Hardcover,563,December 1st 2009
Crossing to Safety,Wallace Stegner,4.16,Paperback,368,April 9th 2002
The 19th Wife,David Ebershoff,3.63,Hardcover,514,August 5th 2008
Hometown Girl After All (Hometown #2),Kirsten Fullmer,4.29,Paperback,352,November 17th 2017
The Marbled Swarm,Dennis Cooper,3.36,Paperback,208,November 1st 2011
Before I Fall,Lauren Oliver,3.91,Paperback,470,October 25th 2010
Hometown Girl Forever (Hometown #3),Kirsten Fullmer,4.25,Kindle Edition,297,August 11th 2016
Before I Go to Sleep,S.J. Watson,3.89,Hardcover,359,June 14th 2011
You Can Heal Your Life,Louise L. Hay,4.15,Hardcover,253,January 1st 1984
The Polar Express,Chris Van Allsburg,4.30,Hardcover,32,2000
Glue,Irvine Welsh,3.83,Paperback,556,2002
Galactic Energies,Luca  Rossi,3.98,Kindle Edition,236,July 23rd 2013
In the Miso Soup,Ryū Murakami,3.61,Paperback,224,March 28th 2006
Off the Grid: The Catalyst,Brian  Courtney,4.19,Paperback,270,March 24th 2015
Out of the Silent Planet (The Space Trilogy #1),C.S. Lewis,3.93,Paperback,224,December 5th 2005
The Witching Hour (Lives of the Mayfair Witches #1),Anne Rice,4.11,Paperback,1207,November 4th 2004
The Human Stain (The American Trilogy #3),Philip Roth,3.87,Paperback,384,April 5th 2001
Less Than Zero,Bret Easton Ellis,3.58,Paperback,208,June 9th 2010
The Reluctant Fundamentalist,Mohsin Hamid,3.70,Hardcover,184,April 3rd 2007
May Day (American Sulla #1),Thom  Stark,4.19,Kindle Edition,703,October 10th 2013
Digital Fortress,Dan Brown,3.63,Paperback,510,2004
Gravity's Rainbow,Thomas Pynchon,4.03,Paperback,776,October 31st 2006
The Brothers Lionheart,Astrid Lindgren,4.36,Hardcover,231,December 31st 2004
I Am Legend,Richard Matheson,4.06,Paperback,160,January 21st 1999
Tender Is the Night,F. Scott Fitzgerald,3.82,Paperback,315,July 1st 1995
Alive: The Story of the Andes Survivors,Piers Paul Read,4.10,Paperback,318,December 3rd 1975
Trust: A New Beginning (Trust Trilogy #1),Cristiane Serruya,3.82,Paperback,464,November 14th 2012
The Infinite Jeff: A Parable of Change (Part 1),Will Holcomb,4.69,ebook,,May 30th 2012
Yours Truly Taddy (The Undergrad Years #2; Invitation to Eden #1),Avery Aster,3.67,Kindle Edition,192,April 11th 2014
Thinking Fast and Slow,Daniel Kahneman,4.13,Hardcover,499,October 25th 2011
Love Lex (The Undergrad Years #1),Avery Aster,3.14,Paperback,218,April 10th 2014
The Illuminatus! Trilogy,Robert Shea,4.01,Paperback,805,December 1983
The Metamorphosis and Other Stories,Franz Kafka,4.03,Paperback,224,July 1st 2003
The Candidate and other stories,Samuel R. George,4.40,Kindle Edition,192,March 5th 2019
The Soft Machine (The Nova Trilogy #1),William S. Burroughs,3.42,Paperback,184,January 13th 1994
Dead Babies,Martin Amis,3.37,Paperback,206,April 3rd 1991
The Plains of Passage (Earth's Children #4),Jean M. Auel,3.79,Mass Market Paperback,784,June 25th 2002
The Code of the Woosters (Jeeves #7),P.G. Wodehouse,4.36,Hardcover,286,April 28th 2000
The Source,James A. Michener,4.30,Paperback,1104,July 9th 2002
After Dark,Haruki Murakami,3.69,Hardcover,191,May 8th 2007
Tinker Tailor Soldier Spy,John le Carré,4.05,Paperback,379,October 1st 2002
You Will Know Me,Megan Abbott,3.43,Hardcover,352,July 26th 2016
The Quiet American,Graham Greene,3.97,Paperback,180,August 31st 2004
Chocolat (Chocolat #1),Joanne Harris,3.96,Paperback,306,November 1st 2000
My Family and Other Animals (Corfu Trilogy #1),Gerald Durrell,4.25,Paperback,273,June 29th 2004
The Silver Sphere,Michael Dadich,4.12,Kindle Edition,274,November 26th 2012
The Complete Stories,Flannery O'Connor,4.44,Paperback,555,June 17th 2005
Hunger,Knut Hamsun,4.08,Paperback,134,November 17th 2003
Code Name Verity (Code Name Verity #1),Elizabeth E. Wein,4.06,Paperback,452,February 6th 2012
The Mark of Athena (The Heroes of Olympus #3),Rick Riordan,4.46,Hardcover,586,October 2nd 2012
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.11,Paperback,352,June 15th 1999
Apology,Plato,4.16,Paperback,127,March 1st 1997
Hometown Girl Again (Hometown Series #5),Kirsten Fullmer,4.21,Kindle Edition,320,July 10th 2018
Evermore (The Immortals #1),Alyson Noel,3.59,Paperback,301,February 3rd 2009
The Haunting of Hill House,Shirley Jackson,3.86,Paperback,182,November 28th 2006
Darkness at Noon,Arthur Koestler,4.06,Mass Market Paperback,216,March 1984
It's Kind of a Funny Story,Ned Vizzini,4.13,Paperback,444,May 1st 2007
Bill of Human Wrongs,C. Michaels,4.43,ebook,492,October 4th 2012
The Thief Lord,Cornelia Funke,3.96,Paperback,350,July 17th 2002
The Scare,Robert   Shaw,3.95,Paperback,360,May 10th 2011
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim Dwyer,4.24,Paperback,384,January 10th 2006
The Day of the Triffids,John Wyndham,4.01,Paperback,228,July 1st 2003
In the Shadow of Man,Jane Goodall,4.34,Paperback,297,April 21st 2000
Twenty Love Poems and a Song of Despair,Pablo Neruda,4.31,Paperback,70,December 26th 2006
The Hour I First Believed,Wally Lamb,3.81,Hardcover,740,November 11th 2008
Jesus the Christ,James E. Talmage,4.62,Hardcover,747,September 1st 2001
Hotel on the Corner of Bitter and Sweet,Jamie Ford,4.00,Hardcover,290,January 27th 2009
Sleepers,Lorenzo Carcaterra,4.20,Paperback,399,October 30th 1996
Invisible Monsters Remix,Chuck Palahniuk,4.00,Hardcover,302,June 11th 2012
The Chamber,John Grisham,3.78,Paperback,544,December 27th 2005
The Case for Christ,Lee Strobel,4.12,Paperback,367,August 30th 1998
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,Hardcover,256,April 1st 2001
Self-Reliance and Other Essays,Ralph Waldo Emerson,4.14,Paperback,117,October 13th 1993
The Rum Diary,Hunter S. Thompson,3.83,Paperback,224,November 1999
Fangirl,Rainbow Rowell,4.09,Kindle Edition,483,September 10th 2013
The Time Keeper,Mitch Albom,3.86,Hardcover,224,September 4th 2012
Phenomena: The Lost and Forgotten Children,Susan Tarr,4.15,Kindle Edition,222,January 19th 2014
Diary of a Wimpy Kid (Diary of a Wimpy Kid #1),Jeff Kinney,3.97,Hardcover,217,April 1st 2007
Pollyanna (Pollyanna #1),Eleanor H. Porter,3.97,Paperback,304,February 1st 2002
The Happy Prince,Oscar Wilde,4.23,Hardcover,32,January 1st 1995
Death Comes for the Archbishop,Willa Cather,3.89,Paperback,297,June 16th 1990
All Things Bright and Beautiful,James Herriot,4.31,Paperback,378,August 1st 2004
Confessions of a Shopaholic (Shopaholic #1),Sophie Kinsella,3.63,Paperback,368,November 4th 2003
How to Not Be an Idiot When You Get Divorced,Jaeson D. Rau,4.23,Paperback,50,June 26th 2014
Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,3.99,Paperback,295,2000
Red Queen (Red Queen #1),Victoria Aveyard,4.07,Hardcover,383,February 10th 2015
The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,4.14,Paperback,560,June 1st 2001
Equating the Equations of Insanity: A Journey from Grief to Victory,Durgesh Satpathy,3.79,Paperback,118,April 13th 2015
Freaks I've Met,Donald Jans,4.36,Hardcover,208,August 15th 2015
The Forever War (The Forever War #1),Joe Haldeman,4.15,Paperback,278,September 2nd 2003
The Rising (Blue River Chronicles #1),C.M. Meridian,3.59,ebook,,December 8th 2014
Fire (Graceling Realm #2),Kristin Cashore,4.12,Hardcover,480,October 5th 2009
Eugene Onegin,Alexander Pushkin,4.09,Paperback,240,October 22nd 1998
Curse of The Salute,Anastacia Moore,4.42,ebook,171,August 30th 2012
Grendel,John Gardner,3.69,Paperback,174,June 2nd 2010
The Last Song,Nicholas Sparks,4.15,Hardcover,390,September 8th 2009
I the Sun,Janet E. Morris,4.26,Paperback,558,April 27th 2013
Awakening (The Keeper #1),O.L. Ramos,3.67,Kindle Edition,260,April 16th 2013
West with the Night,Beryl Markham,4.19,Paperback,294,January 1st 1983
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.39,Hardcover,282,January 1st 1959
Child 44 (Leo Demidov #1),Tom Rob Smith,4.09,Mass Market Paperback,509,April 1st 2009
Understanding Power: The Indispensable Chomsky,Noam Chomsky,4.41,Paperback,416,February 1st 2002
Revenge (The Keeper #2),O.L. Ramos,4.24,Kindle Edition,325,August 25th 2013
Left to Tell: Discovering God Amidst the Rwandan Holocaust,Immaculée Ilibagiza,4.44,Paperback,214,June 1st 2007
Dom Wars: Round One (Dom Wars #1),Lucian Bane,3.72,Kindle Edition,131,February 27th 2014
Glamorama,Bret Easton Ellis,3.47,Paperback,546,March 21st 2000
Fathers and Sons,Ivan Turgenev,3.95,Paperback,244,February 1st 2005
The Gulag Archipelago 1918–1956,Aleksandr Solzhenitsyn,4.21,Paperback,472,February 1st 2002
Pigs in Heaven,Barbara Kingsolver,3.98,Paperback,343,1994
Franz Kafka's The Castle,David Fishelson,4.08,Paperback,59,June 1st 2003
The Road to Serfdom,Friedrich A. Hayek,4.18,Paperback,274,October 15th 1994
Father and I Were Ranchers (Little Britches #1),Ralph Moody,4.29,Paperback,260,1991
The Blade Artist,Irvine Welsh,3.77,Hardcover,288,April 7th 2016
Notes from Underground,Fyodor Dostoyevsky,4.17,Paperback,136,September 1994
Arrangement in Black and White,Fred Misurella,4.32,Paperback,368,May 22nd 2014
A Suitable Boy (A Suitable Boy #1),Vikram Seth,4.11,Paperback,1474,October 4th 2005
Unwifeable: A Memoir,Mandy Stadtmiller,3.65,Hardcover,321,April 3rd 2018
Crime,Irvine Welsh,3.52,Paperback,344,August 5th 2008
Good Night Mr. Tom,Michelle Magorian,4.30,Paperback,320,November 13th 1986
Kicker,R. Grey Hoover,4.35,paperback, Kindle eBook,250,January 1st 2012
The Holy Bible: English Standard Version,Anonymous,4.66,Kindle Edition,1328,November 29th 2007
Invisible,Paul Auster,3.71,Hardcover,320,October 27th 2009
Frostbite (Vampire Academy #2),Richelle Mead,4.29,Paperback,327,April 10th 2008
What Dreams May Come,Richard Matheson,3.95,Paperback,288,January 1st 2004
Time's Arrow,Martin Amis,3.76,Paperback,165,October 1992
Ronia the Robber's Daughter,Astrid Lindgren,4.29,Paperback,176,February 5th 1985
Ragtime,E.L. Doctorow,3.88,Paperback,320,November 17th 2010
Hometown Girl at Heart (Hometown #1),Kirsten Fullmer,4.25,Paperback,321,March 30th 2016
Angels,Denis Johnson,3.89,Paperback,209,March 6th 2003
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.81,Hardcover,360,October 10th 2006
The Lusiads,Luís de Camões,4.00,Paperback,288,November 14th 2002
A Song of Ice and Fire (A Song of Ice and Fire #1-4),George R.R. Martin,4.63,Mass Market Paperback,4081,March 22nd 2011
Dark Rooms,Lili Anolik,3.10,Hardcover,336,March 3rd 2015
The Silver Linings Playbook,Matthew Quick,4.00,Paperback,289,October 16th 2012
If Life Is a Bowl of Cherries What Am I Doing in the Pits?,Erma Bombeck,4.07,Paperback,224,March 12th 1985
Women,Charles Bukowski,3.87,Paperback,291,July 29th 2014
Junky,William S. Burroughs,3.85,Paperback,208,April 1st 2003
The Bone People,Keri Hulme,4.05,Paperback,450,October 7th 1986
Life As We Knew It (Last Survivors #1),Susan Beth Pfeffer,3.89,Paperback,337,October 1st 2006
The 120 Days of Sodom,Marquis de Sade,3.14,Paperback,376,June 23rd 2008
Daughter of Smoke & Bone (Daughter of Smoke & Bone #1),Laini Taylor,4.03,Hardcover,422,September 27th 2011
Skipping Christmas,John Grisham,3.48,Paperback,198,November 6th 2004
The Short Second Life of Bree Tanner (Twilight #3.5),Stephenie Meyer,3.50,Hardcover,178,June 5th 2010
The Son of Neptune (The Heroes of Olympus #2),Rick Riordan,4.44,Hardcover,521,October 4th 2011
The Persecution of Mildred Dunlap,Paulette Mahurin,3.88,Paperback,212,March 23rd 2012
History of the Peloponnesian War,Thucydides,3.89,Paperback,648,1972
Awoken,Timothy   Miller,4.09,Paperback,321,August 13th 2013
Letters From Your Soul,Victor Noble,4.42,Paperback,166,January 29th 2014
Frisk,Dennis Cooper,3.63,Paperback,204,October 23rd 2002
Dark Passage (Dark Passage #1),M.L. Woolley,4.08,Paperback,334,March 20th 2012
The Invisible Game: Mindset of a Winning Team,Zoltan Andrejkovics,4.48,ebook,,September 14th 2016
Deep World Fire  (Deep World Saga #1),C.M. Meridian,4.30,ebook,,May 27th 2016
A Summer of Good-Byes (Blue Triangle Press Book 2),Fred Misurella,4.32,Kindle Edition,,April 3rd 2017
Novel with Cocaine,M. Ageyev,3.76,Paperback,204,October 28th 1998
The Lucky One,Nicholas Sparks,4.11,Hardcover,326,August 11th 2009
Tatiana and Alexander (The Bronze Horseman #2),Paullina Simons,4.29,Paperback,559,2008
The Hero With a Thousand Faces,Joseph Campbell,4.21,Paperback,416,March 1st 1972
Immortality,Milan Kundera,4.13,Paperback,400,January 3rd 1998
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.35,Hardcover,622,September 7th 2010
Interpreter of Maladies,Jhumpa Lahiri,4.14,Paperback,198,May 22nd 2000
The Collector,John Fowles,3.99,Paperback,283,October 21st 1998
The House of Hades (The Heroes of Olympus #4),Rick Riordan,4.55,Hardcover,597,October 8th 2013
The Chronicle of Sapta Sindhu,Aporva Kala,4.02,Kindle Edition,489,December 1st 2012
Just Kids,Patti Smith,4.13,Hardcover,304,January 19th 2010
Hometown Girl at Heart (Hometown Series #1),Kirsten Fullmer,4.25,Kindle Edition,246,March 30th 2016
The Book of Illusions,Paul Auster,3.89,Paperback,288,July 13th 2003
Year of Wonders,Geraldine Brooks,4.01,Paperback,358,April 30th 2002
Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,4.17,Paperback,184,December 27th 2005
Animal Farm,George Orwell,3.91,Mass Market Paperback,144,1996
Love is the Answer God is the Cure,Aimee Cabo Nikolov,4.34,Paperback,154,August 7th 2018
American Pastoral (The American Trilogy #1),Philip Roth,3.92,Paperback,432,March 5th 1998
